duration,follows_50/50,follows_ball_recovery,follows_block,follows_carry,follows_clearance,follows_dispossessed,follows_dribble,follows_duel,follows_error,follows_goalkeeper,follows_interception,follows_miscontrol,follows_pass,pass_aerial_won,pass_angle,pass_body_part_name,pass_cross,pass_cut_back,pass_deflected,pass_height_name,pass_length,pass_switch,pass_through_ball,play_pattern_name,shot_aerial_won,shot_body_part_name,shot_first_time,shot_one_on_one,shot_open_goal,shot_technique_normal,shot_technique_half_volley,shot_technique_lob,under_pressure,goal,distance,angle,build_up_duration,direct_free_kick,shot_cone,num_players_in_shot_cone,distance_to_nearest_opponent,pass_angle_na,pass_length_na,distance_to_nearest_opponent_na
0.905525,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,From Corner,0,foot,1,0,0,0,1,0,0,0,30.951090449287893,0.44775299391096235,10.89373,0,111.59999999999991,0,4.220189569201836,True,True,False
0.877432,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,From Free Kick,0,foot,1,0,0,0,1,0,1,1,17.042593699317017,0.772950673528587,2.4698970000000005,1,48.80000000000018,0,7.805767098754609,True,True,False
0.8584620000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,Regular Play,0,foot,1,0,0,0,1,0,0,0,24.836465126905637,0.49966805842999545,6.204687999999999,0,87.19999999999982,0,10.04489920307814,True,True,False
0.047,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,From Free Kick,0,foot,1,0,0,1,0,0,0,0,23.96539171388609,0.19739555984988089,10.280399999999998,1,94.0,0,13.718600511714014,True,True,False
1.046942,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,From Free Kick,0,foot,0,0,0,1,0,0,0,1,24.793547547698783,0.17841049935104025,0.0,1,97.59999999999991,1,2.860069929215009,True,True,False
1.375915,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,From Free Kick,0,foot,0,0,0,1,0,0,0,0,26.705991837039118,0.23044744258477748,0.0,1,104.0,0,4.810405388322275,True,True,False
1.032173,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,From Free Kick,0,foot,1,0,0,0,0,0,0,1,20.68477701112584,0.3400971195097624,1.7204,1,78.0,0,4.140048308896888,True,True,False
1.6533639999999998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,From Throw In,0,foot,0,0,0,0,1,0,0,0,26.176707203160596,0.7529770952820192,43.782708,0,76.40000000000009,0,11.744360348695029,True,True,False
0.25304499999999996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,From Free Kick,0,foot,0,0,0,1,0,0,0,0,27.29432175380073,0.27075073345527095,61.54135900000001,1,105.19999999999982,0,2.507987240796891,True,True,False
0.203504,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,From Free Kick,0,foot,0,0,0,1,0,0,1,0,21.038060747131613,1.0646211831743062,61.590900000000005,1,40.80000000000018,0,5.72450871254468,True,True,False
