x_loc,y_loc,duration,play_pattern_name,shot_body_part_name,shot_first_time,shot_one_on_one,shot_open_goal,shot_technique_name,under_pressure,goal,distance,angle,shot_cone_angle,direct_free_kick,shot_cone,num_players_in_shot_cone,distance_to_nearest_opponent,end_x_loc,end_y_loc,end_z_loc,distance_to_nearest_opponent_na,cone_density,avg_vel,v1,v2,t,est_end_x,est_end_y
117.0,47.0,0.262704,From Throw In,Right Foot,1,0,0,Volley,0,0,7.615773105863909,1.1659045405098132,0.5191461142465225,0,12.0,0,9.362157870918438,117.8,45.9,0.2,False,0.0,28.989939650191506,0.7999999999999972,-1.1000000000000014,3.7500000000000133,120.0,42.87499999999998
109.4,36.4,1.6257,From Corner,Head,0,0,0,Normal,1,0,11.19464157532522,0.3274002118002268,0.6597499677560368,0,42.39999999999998,0,1.8027756377319955,119.0,38.0,2.3,False,0.0,6.886043904364409,9.599999999999994,1.6000000000000014,1.1041666666666667,120.0,38.166666666666664
116.9,37.3,1.084006,From Throw In,Right Foot,0,0,0,Backheel,0,1,4.11096095821889,0.7165416740964051,1.5345219229378488,0,12.399999999999977,0,6.711929677819934,120.0,37.7,1.0,False,0.0,3.792378416926558,3.0999999999999943,0.4000000000000057,1.0,120.0,37.7
103.3,58.3,0.7844909999999999,Regular Play,Right Foot,0,0,0,Normal,0,0,24.77458375028731,0.8310806444721109,0.21988016071153318,0,66.79999999999995,1,15.915401345866204,117.5,43.4,0.2,False,0.014970059880239531,31.580456308979084,14.200000000000003,-14.899999999999999,1.176056338028169,120.0,40.77676056338028
101.9,36.6,1.211409,From Free Kick,Right Foot,0,0,0,Half Volley,0,0,18.416568627190024,0.18568150568712688,0.42124060896339377,1,72.39999999999998,1,9.83107318658548,119.3,42.2,1.2,False,0.013812154696132601,15.202601786176283,17.39999999999999,5.600000000000001,1.0402298850574714,120.0,42.425287356321846
115.9,42.8,0.466898,From Free Kick,Left Foot,1,0,0,Volley,0,1,4.9648766349225575,0.599175322986307,1.3129474411916198,1,16.399999999999977,0,7.011419257183242,120.0,39.9,0.3,False,0.0,10.633750058733508,4.099999999999994,-2.8999999999999986,1.0,120.0,39.9
105.4,22.5,0.6010310000000001,Regular Play,Left Foot,1,0,0,Normal,0,0,22.79056822459677,0.8754962529044888,0.22798381050724773,0,58.40000000000009,0,18.5625968010944,118.6,35.7,2.2,False,0.0,37.919122681852954,13.199999999999989,13.200000000000003,1.1060606060606066,120.0,37.10000000000001
89.1,50.9,1.196885,Regular Play,Right Foot,0,0,0,Normal,0,0,32.76614106055213,0.33912332378357785,0.22961030679072383,0,123.59999999999998,2,4.438468204234426,116.5,38.5,1.7,False,0.016181229773462785,27.37618155508017,27.400000000000006,-12.399999999999999,1.1277372262773722,120.0,36.916058394160586
112.5,41.2,0.673114,From Throw In,Head,0,0,0,Normal,0,0,7.595393340703298,0.15865526218640177,0.9635463471951329,0,30.0,1,3.4438350715445076,118.8,41.0,0.2,False,0.03333333333333333,11.28396280675086,6.299999999999997,-0.20000000000000284,1.190476190476191,120.0,40.96190476190476
108.8,34.7,0.9470000000000001,From Corner,Head,0,0,0,Normal,0,0,12.390722335683261,0.4419903458362918,0.5774249213855944,0,44.799999999999955,0,2.860069929215013,119.3,38.2,1.1,False,0.0,13.08418409259056,10.5,3.5,1.0666666666666669,120.0,38.43333333333334
108.6,28.8,1.073331,Regular Play,Right Foot,0,0,0,Normal,0,1,15.981239000778384,0.7765488368811903,0.36397895650964435,0,45.600000000000136,0,22.770595073471394,120.0,37.2,0.2,False,0.0,14.889385474544557,11.400000000000006,8.400000000000002,1.0,120.0,37.2
101.3,30.5,0.918695,Regular Play,Right Foot,0,0,0,Normal,0,0,20.97474672075923,0.47004411024741627,0.3392383241639161,0,74.79999999999995,0,7.305477397131557,118.7,37.6,0.7,False,0.0,22.831023049825273,17.400000000000006,7.100000000000001,1.0747126436781607,120.0,38.13045977011494
107.5,50.2,0.5171020000000001,From Throw In,Left Foot,0,0,0,Normal,0,0,16.133505508723147,0.6844211819537024,0.38854025400186426,0,50.00000000000005,1,7.262231062146125,118.4,44.0,0.3,False,0.01999999999999998,31.19985130346265,10.900000000000006,-6.200000000000003,1.1467889908256874,120.0,43.08990825688074
110.3,40.1,0.802294,From Throw In,Right Foot,1,0,0,Half Volley,0,1,9.700515450222223,0.010308913146243428,0.7821868706468683,0,38.80000000000001,0,5.531726674375735,120.0,37.8,0.4,False,0.0,12.09097344642017,9.700000000000003,-2.3000000000000043,1.0,120.0,37.8
93.8,39.8,1.152657,Regular Play,Left Foot,0,0,0,Normal,0,0,26.200763347658405,0.007633439517493178,0.3029867733176869,0,104.79999999999997,2,7.764663547121668,117.3,40.1,1.9,False,0.01908396946564886,22.7307545502768,23.5,0.30000000000000426,1.1148936170212767,120.0,40.134468085106384
107.7,52.7,1.809084,From Goal Kick,Right Foot,0,0,0,Normal,0,1,17.679932126566552,0.8013967982737921,0.32035399206456133,0,49.200000000000045,1,8.415461959987693,120.0,37.4,2.2,False,0.020325203252032503,9.772864127130942,12.299999999999997,-15.300000000000004,1.0,120.0,37.4
112.4,30.6,0.241492,From Free Kick,Left Foot,0,0,0,Lob,0,0,12.088010589009256,0.8908874719225393,0.43711508776337915,1,30.399999999999977,0,6.603029607687676,113.8,32.0,1.0,False,0.0,50.055532228849216,1.3999999999999915,1.3999999999999986,5.428571428571457,120.0,38.20000000000003
113.7,37.6,0.8177369999999999,From Free Kick,Right Foot,1,0,0,Normal,0,1,6.7416615162732665,0.36397895650964407,1.041982005515072,1,25.199999999999932,0,2.701851217221263,120.0,40.8,0.2,False,0.0,8.244290665914917,6.299999999999997,3.1999999999999957,1.0,120.0,40.8
119.1,42.6,0.5317109999999999,From Corner,Right Foot,1,0,1,Normal,0,1,2.751363298439524,1.2375520256832222,2.434727459770663,0,3.600000000000051,0,2.2022715545545153,120.0,42.9,0.1,False,0.0,5.174546508233842,0.9000000000000057,0.29999999999999716,1.0,120.0,42.9
106.8,28.1,0.7983,Regular Play,Left Foot,0,0,0,Normal,0,0,17.77216925420192,0.7336515716876129,0.3386121109864448,0,52.80000000000007,2,6.935416353759884,118.6,39.3,0.0,False,0.03787878787878783,22.262519421523137,11.799999999999997,11.199999999999996,1.1186440677966107,120.0,40.62881355932204
97.7,40.3,0.8680260000000001,From Free Kick,Right Foot,1,0,0,Normal,0,0,22.302017845925956,0.013452103312705467,0.3549086117017111,1,89.2,1,4.384062043356602,118.5,41.3,0.2,False,0.011210762331838564,25.692799346938862,20.799999999999997,1.0,1.0721153846153846,120.0,41.372115384615384
104.0,51.8,0.9533,From Goal Kick,Right Foot,1,0,0,Normal,1,0,19.880643852752854,0.6354529928240028,0.32551124203696896,0,63.99999999999997,0,5.879625838435643,118.1,42.8,0.3,False,0.0,20.854551403286326,14.099999999999994,-9.0,1.134751773049646,120.0,41.587234042553185
100.1,51.1,0.9936,Regular Play,Left Foot,0,0,0,Normal,0,0,22.78639945230488,0.508803532578116,0.30639996321629215,0,79.60000000000002,0,15.008331019803634,116.5,43.7,0.4,False,0.0,22.933171751514575,16.400000000000006,-7.399999999999999,1.2134146341463414,120.0,42.12073170731708
89.3,31.6,1.326042,Regular Play,Left Foot,0,0,0,Normal,0,0,31.828446396266344,0.2670787229774919,0.24151842846043858,0,122.8000000000001,1,12.712985487288192,118.7,39.6,2.1,False,0.008143322475570026,24.002592976893904,29.400000000000006,8.0,1.0442176870748299,120.0,39.95374149659864
114.1,43.6,0.8706889999999999,From Corner,Right Foot,1,0,0,Volley,0,1,6.911584478250995,0.5478635315018353,0.9783577574139382,0,23.60000000000005,0,17.454225849346624,120.0,37.7,0.5,False,0.0,7.938063393761716,5.900000000000006,-5.899999999999999,1.0,120.0,37.7
115.9,40.4,0.497465,From Goal Kick,Right Foot,1,0,0,Half Volley,0,1,4.119465984809191,0.09725319825156556,1.5412317728352827,0,16.39999999999995,0,18.80877454806665,120.0,42.0,0.3,False,0.0,8.280916214827556,4.099999999999994,1.6000000000000014,1.0,120.0,42.0
92.5,31.5,1.31633,From Free Kick,Right Foot,0,0,0,Normal,0,0,28.78367592924851,0.29977607009997964,0.26442865966349355,1,110.0,1,5.015974481593783,119.0,42.0,1.3,False,0.00909090909090909,21.866610902470132,26.5,10.5,1.0377358490566038,120.0,42.39622641509434
101.3,41.9,0.8269,Regular Play,Right Foot,0,0,0,Normal,0,0,18.79627622695517,0.10125679302997041,0.41745385010812536,0,74.79999999999997,1,4.8507731342539655,118.0,42.4,0.2,False,0.013368983957219256,22.73101490743158,16.700000000000003,0.5,1.1197604790419162,120.0,42.459880239520956
102.7,46.1,1.43574,Regular Play,Left Foot,1,0,0,Volley,0,0,18.34393632784414,0.33899022559117203,0.4076374821723463,0,69.20000000000003,0,5.664803615307417,116.6,37.9,0.2,False,0.0,12.776642238736917,13.899999999999991,-8.200000000000003,1.244604316546763,120.0,35.89424460431654
100.9,62.1,1.130342,Regular Play,Left Foot,0,0,0,Normal,0,0,29.209929818470975,0.8580854134402724,0.18052191657487363,0,76.40000000000009,0,6.152235366108805,119.3,43.7,0.2,False,0.0,25.841674306069294,18.39999999999999,-18.4,1.0380434782608698,120.0,43.0
113.3,45.2,0.556,From Corner,Head,0,0,0,Normal,0,0,8.481155581640987,0.6600090430559321,0.7641286606875621,0,26.800000000000068,0,2.0,119.6,40.2,2.4,False,0.0,15.253876945397458,6.299999999999997,-5.0,1.0634920634920644,120.0,39.88253968253968
110.8,48.9,0.32299999999999995,From Counter,Left Foot,0,0,0,Normal,1,0,12.800390619039717,0.7688250952848307,0.46188752416791007,0,36.80000000000001,0,18.46104005737488,116.0,45.1,0.5,False,0.0,39.62969231900842,5.200000000000003,-3.799999999999997,1.7692307692307687,120.0,42.17692307692308
110.9,51.3,0.8626739999999999,Regular Play,Left Foot,0,0,0,Normal,0,1,14.508618128546903,0.8928261170021043,0.35815074248704754,0,36.39999999999992,0,10.885311203635846,120.0,37.9,0.1,False,0.0,16.81819334829484,9.099999999999994,-13.399999999999999,1.0,120.0,37.9
109.8,31.8,0.2458,From Counter,Left Foot,1,0,0,Normal,1,0,13.087398519186312,0.6771275725369921,0.4838407023342595,0,40.80000000000007,0,13.346160496562293,112.0,32.8,0.2,False,0.0,53.24409487057084,2.200000000000003,0.9999999999999964,4.636363636363631,120.0,36.436363636363616
115.0,60.4,1.345062,From Counter,Right Foot,0,1,0,Normal,0,1,21.00380917833715,1.330436568465089,0.09380610431471564,0,20.000000000000114,0,22.961271741782944,120.0,36.8,0.5,False,0.0,15.615495180398486,5.0,-23.6,1.0,120.0,36.8
112.8,30.2,1.670411,From Throw In,Left Foot,1,0,0,Normal,1,1,12.16059209084821,0.9371633187251512,0.4117897388505151,0,28.799999999999955,0,10.912378292562995,120.0,41.7,0.2,False,0.0,7.280000006494335,7.200000000000003,11.500000000000004,1.0,120.0,41.7
101.5,41.5,0.1064,From Counter,Left Foot,0,0,0,Normal,0,0,18.560711193270585,0.0809040991552306,0.4232968519455348,0,74.0,1,3.9812058474788725,119.9,40.2,1.4,False,0.013513513513513514,174.44277437284384,18.400000000000006,-1.2999999999999972,1.0054347826086953,120.0,40.1929347826087
102.0,29.9,0.767705,Regular Play,Right Foot,0,0,0,Normal,1,0,20.640009689920205,0.5113337731864219,0.3377532056240748,0,72.0,0,8.256512580987211,117.9,36.8,0.4,False,0.0,26.885339668128,15.900000000000006,6.899999999999999,1.1320754716981127,120.0,37.71132075471697
110.2,48.4,1.031801,From Counter,Right Foot,0,0,0,Normal,0,1,12.90736224021004,0.7086262721276704,0.47997913895654626,0,39.19999999999999,0,16.227445886522005,120.0,42.8,0.2,False,0.0,12.509546162690325,9.799999999999997,-5.600000000000001,1.0,120.0,42.8
108.8,54.9,0.61511,From Throw In,Right Foot,0,1,0,Normal,0,0,18.640010729610648,0.9262222570399687,0.2640169165297209,0,44.80000000000007,1,6.363175307973215,119.0,43.2,0.1,False,0.022321428571428537,30.303540390516567,10.200000000000003,-11.699999999999996,1.0980392156862744,120.0,42.0529411764706
113.0,38.1,1.19563,From Corner,Head,0,0,0,Normal,1,0,7.2532751223154355,0.2650428598974543,0.9917894179066706,0,28.0,0,3.6674241641784477,120.0,37.3,2.3,False,0.0,6.066488062624253,7.0,-0.8000000000000043,1.0,120.0,37.3
104.6,22.3,0.7454529999999999,From Kick Off,Left Foot,0,0,0,Normal,0,0,23.461670869739866,0.854773055969835,0.2265596937082281,0,61.59999999999991,0,8.16149496109628,117.7,39.5,0.2,False,0.0,31.473038366925707,13.100000000000009,17.2,1.1755725190839692,120.0,42.51984732824427
88.9,35.1,1.13927,From Free Kick,Right Foot,0,0,0,Normal,0,0,31.483646548644895,0.15627162600326872,0.24979345501591832,1,124.40000000000005,1,6.053924347066125,118.1,40.1,1.3,False,0.008038585209003213,27.63492986618176,29.19999999999999,5.0,1.065068493150685,120.0,40.425342465753424
106.1,50.1,0.47127700000000006,From Goal Kick,Right Foot,0,0,0,Normal,0,0,17.181967291320287,0.6283683874257163,0.37899880951799436,0,55.60000000000002,0,9.265527507918797,117.1,39.1,0.0,False,0.0,36.45831918663607,11.0,-11.0,1.2636363636363641,120.0,36.199999999999996
94.1,38.1,1.272066,Regular Play,Right Foot,0,0,0,Normal,0,0,25.969597609512558,0.07322790138185693,0.3048812842687345,0,103.60000000000001,0,7.902531240052141,117.1,43.1,2.0,False,0.0,20.415291037974885,23.0,5.0,1.1260869565217393,120.0,43.7304347826087
101.4,52.3,0.887561,From Goal Kick,Right Foot,0,0,0,Normal,0,0,22.299103120977755,0.5842712775809089,0.29987090308157155,0,74.39999999999989,0,9.278469701410897,117.9,39.5,2.0,False,0.0,25.12402316119991,16.5,-12.799999999999997,1.127272727272727,120.0,37.870909090909095
108.4,34.6,0.5374,Regular Play,Right Foot,0,0,0,Overhead Kick,0,0,12.795311641378644,0.4356828730309407,0.5609082748802056,0,46.39999999999998,0,5.936328831862325,119.0,39.9,0.3,False,0.0,23.809660665014224,10.599999999999994,5.299999999999997,1.0943396226415094,120.0,40.4
112.1,45.7,0.2485,From Throw In,Right Foot,0,0,0,Normal,0,0,9.741663102366049,0.6250227194214975,0.6753588936357025,0,31.60000000000008,0,13.151805959639157,117.2,41.8,0.9,False,0.0,39.20186359101026,5.1000000000000085,-3.9000000000000057,1.5490196078431357,120.0,39.65882352941176
109.4,48.3,1.154064,Regular Play,Head,0,0,0,Normal,0,0,13.462912017836254,0.6643004863206928,0.47412158185869446,0,42.39999999999991,0,6.488451279003335,117.7,42.5,0.5,False,0.0,11.66565460653504,8.299999999999997,-5.799999999999997,1.2771084337349394,120.0,40.892771084337355
107.1,54.1,0.8174,Regular Play,Right Foot,0,0,0,Normal,0,0,19.110729970359586,0.829813378644359,0.28733771629564314,0,51.59999999999991,0,7.810249675906659,117.1,42.5,0.5,False,0.0,23.379899645656455,10.0,-11.600000000000001,1.2900000000000005,120.0,39.135999999999996
118.7,39.4,0.516679,Regular Play,Right Foot,1,0,1,Half Volley,0,1,1.4317821063276335,0.43240777557053955,2.5009651001055855,0,5.2000000000000455,0,9.12688336728371,120.0,36.9,0.1,False,0.0,2.771125024101296,1.2999999999999972,-2.5,1.0,120.0,36.9
111.7,35.9,0.5999439999999999,From Corner,Head,0,0,0,Normal,1,0,9.257429448826493,0.4588167287068301,0.7611560360950105,0,33.200000000000045,0,1.1000000000000014,119.0,40.0,2.2,False,0.0,15.430489260375124,7.299999999999997,4.100000000000001,1.1369863013698631,120.0,40.56164383561644
107.8,28.1,0.877432,From Free Kick,Left Foot,1,0,0,Half Volley,1,1,17.042593699317017,0.772950673528587,0.341672995580589,1,48.80000000000007,1,7.805767098754609,119.9,37.9,1.1,False,0.020491803278688495,19.423264366146913,12.100000000000009,9.799999999999997,1.0082644628099169,120.0,37.98099173553719
105.3,34.0,1.236553,From Corner,Left Foot,1,0,0,Half Volley,0,0,15.877342346879093,0.3875238057802788,0.4621385728781272,0,58.799999999999955,0,5.608029957123983,119.3,36.7,1.9,False,0.0,12.840001477396514,14.0,2.700000000000003,1.0500000000000003,120.0,36.835
