x_loc,y_loc,duration,play_pattern_name,shot_body_part_name,shot_first_time,shot_one_on_one,shot_open_goal,shot_technique_name,under_pressure,goal,distance,angle,shot_cone_angle,direct_free_kick,shot_cone,num_players_in_shot_cone,distance_to_nearest_opponent,end_x_loc,end_y_loc,end_z_loc,distance_to_nearest_opponent_na,cone_density,avg_vel,v1,v2,t,est_end_x,est_end_y
111.8,25.6,0.28989000000000004,Regular Play,Left Foot,0,1,0,Normal,0,0,16.57105910918189,1.053147217418122,0.24843319483945903,0,32.80000000000018,0,12.201639234135717,118.2,34.8,0.8,False,0.0,57.16326575315425,6.400000000000006,9.199999999999996,1.2812499999999993,120.0,37.38749999999999
107.8,33.3,0.25893499999999997,Regular Play,Right Foot,0,1,0,Normal,0,0,13.918692467326093,0.5022136863021766,0.5021885288555419,0,48.80000000000007,0,28.502982300103266,112.6,35.9,0.2,False,0.0,53.75361564611232,4.799999999999997,2.6000000000000014,2.5416666666666687,120.0,39.90833333333334
118.5,32.2,0.432021,From Corner,Head,0,0,0,Normal,1,1,7.942921376924233,1.3808080388761808,0.24952045661291664,0,6.0,1,10.404326023342405,120.0,37.0,1.9,False,0.16666666666666666,18.385498336711024,1.5,4.799999999999997,1.0,120.0,37.0
97.0,59.1,0.309237,From Free Kick,Left Foot,0,0,0,Normal,1,0,29.896655331324272,0.6930252157739062,0.2066210883391,1,91.99999999999993,0,7.9479557120054505,116.7,39.5,0.8,False,0.0,96.67877819059257,19.700000000000003,-19.6,1.1675126903553297,120.0,36.21675126903554
108.0,32.9,0.9628329999999999,From Goal Kick,Head,0,0,0,Normal,0,0,13.943098651304165,0.5342695163066608,0.4936505283986526,0,48.0,1,8.839117603018984,118.7,38.4,1.3,False,0.020833333333333332,14.48132609840353,10.700000000000003,5.5,1.1214953271028034,120.0,39.06822429906542
100.8,20.8,1.164993,Regular Play,Right Foot,0,0,0,Normal,0,0,27.152900397563428,0.7853981633974482,0.20982045234879756,0,76.79999999999995,0,8.602325267042627,117.0,39.8,1.7,False,0.0,23.30735068585256,16.200000000000003,18.999999999999996,1.1851851851851851,120.0,43.318518518518516
113.7,45.2,0.666871,From Throw In,Head,0,0,0,Normal,0,1,8.168843247363728,0.6900361164950398,0.7821350483106494,0,25.200000000000045,0,12.093386622447824,120.0,39.8,1.4,False,0.0,12.249510396109185,6.299999999999997,-5.400000000000006,1.0,120.0,39.8
104.6,37.0,1.148147,Regular Play,Right Foot,1,0,0,Normal,0,1,15.689486925964156,0.19239560151592236,0.4914715206800828,0,61.60000000000002,0,9.100549433962765,120.0,38.4,2.0,False,0.0,13.665050665083962,15.400000000000006,1.3999999999999986,1.0,120.0,38.4
102.1,27.1,0.9035,From Throw In,Left Foot,0,1,0,Normal,1,0,22.063997824510412,0.6244644241412691,0.29525996038362357,0,71.60000000000002,1,5.246903848937951,113.9,35.6,0.2,False,0.01396648044692737,24.420584199790163,11.800000000000011,8.5,1.516949152542372,120.0,39.99406779661017
108.1,35.6,1.428585,From Goal Kick,Head,0,0,0,Normal,0,0,12.687395319765209,0.3541581568562272,0.5810621575061721,0,47.60000000000002,0,4.272001872658775,118.6,37.7,0.5,False,0.0,8.881092353458287,10.5,2.1000000000000014,1.133333333333334,120.0,37.980000000000004
109.3,39.2,0.838404,Regular Play,Head,0,0,0,Normal,0,0,10.729864864013901,0.07462750570751246,0.7122866809519358,0,42.8,1,6.203224967708325,119.3,37.5,2.2,False,0.023364485981308414,12.797964780718962,10.0,-1.7000000000000028,1.0700000000000003,120.0,37.381
115.0,33.0,0.114869,Regular Play,Left Foot,1,0,0,Half Volley,0,0,8.602325267042627,0.9505468408120752,0.6037493333974365,0,20.0,1,5.46717477313466,118.0,36.0,0.4,False,0.05,74.8881357637189,3.0,3.0,1.6666666666666667,120.0,38.0
103.2,39.0,0.43672799999999995,From Counter,Left Foot,0,0,0,Normal,0,0,16.82973558912914,0.05945365930865689,0.4659798616791785,0,67.20000000000002,0,10.493807697875921,116.7,41.4,0.9,False,0.0,38.53596652637143,13.5,2.3999999999999986,1.2444444444444442,120.0,41.986666666666665
114.1,49.1,0.302795,From Counter,Right Foot,1,0,0,Half Volley,0,0,10.845275469069474,0.9955807500596174,0.4348263314372659,0,23.600000000000023,0,17.20377865470257,117.1,43.7,0.6,False,0.0,35.81722112012905,3.0,-5.399999999999999,1.9666666666666686,120.0,38.47999999999999
103.3,28.7,1.024065,From Counter,Right Foot,1,0,0,Normal,0,1,20.163829001457042,0.5948800742037991,0.3295797722110714,0,66.79999999999995,0,13.648809471891678,120.0,43.4,0.6,False,0.0,19.689989406392215,16.700000000000003,14.7,1.0,120.0,43.4
109.9,35.2,0.758691,From Corner,Head,0,0,0,Diving Header,0,0,11.182575731914355,0.4436502750276556,0.6376803669868162,0,40.39999999999991,1,5.434151267677406,119.2,38.8,0.7,False,0.024752475247524806,14.739301944947751,9.299999999999997,3.5999999999999943,1.0860215053763438,120.0,39.10967741935483
87.3,45.9,1.1539,From Free Kick,Right Foot,0,0,0,Normal,0,0,33.22800024076081,0.1785076055849553,0.23594119786884415,1,130.79999999999998,0,4.957822102496221,118.5,41.6,1.6,False,0.0,28.796256383361477,31.200000000000003,-4.299999999999997,1.0480769230769231,120.0,41.393269230769235
113.8,47.0,0.688763,Regular Play,Right Foot,0,1,0,Normal,0,1,9.350935782048769,0.8459301831795553,0.6068827278480021,0,24.80000000000001,0,14.405554484295276,120.0,40.7,0.2,False,0.0,13.576420019729238,6.200000000000003,-6.299999999999997,1.0,120.0,40.7
111.5,30.1,0.3291,Regular Play,Right Foot,0,1,0,Normal,0,0,13.048371545905642,0.8613387996633429,0.4151888160579651,0,34.0,0,12.397580409095966,114.7,33.3,0.6,False,0.0,39.64865252478165,3.200000000000003,3.1999999999999957,2.656249999999998,120.0,38.59999999999998
103.1,31.1,1.014114,Regular Play,Right Foot,1,0,0,Normal,0,1,19.10026177831079,0.4847217719973205,0.3697646706400476,0,67.60000000000002,0,5.000999900019995,120.0,42.4,2.3,False,0.0,18.83443259664179,16.900000000000006,11.299999999999997,1.0,120.0,42.4
111.4,56.1,0.658501,From Goal Kick,Right Foot,0,1,0,Normal,0,0,18.252944967867514,1.0801944630861098,0.21360904847904713,0,34.399999999999864,0,17.33666634621547,118.0,44.1,0.7,False,0.0,27.718932800204577,6.599999999999994,-12.0,1.3030303030303032,120.0,40.46363636363636
99.7,60.6,1.046308,From Free Kick,Left Foot,0,0,0,Normal,0,0,28.921445330411824,0.792732995182411,0.19541415716926527,1,81.19999999999989,0,11.3251931550857,117.6,39.8,0.7,False,0.0,27.64142616744957,17.89999999999999,-20.800000000000004,1.134078212290503,120.0,37.01117318435753
100.9,42.6,1.3552469999999999,From Throw In,Head,0,0,0,Normal,0,0,19.276151068094475,0.1352940691299393,0.4058723145062609,0,76.39999999999999,0,10.878419002777933,118.9,37.8,0.9,False,0.0,14.22334900434716,18.0,-4.800000000000004,1.061111111111111,120.0,37.50666666666667
103.1,45.5,0.816966,From Free Kick,Left Foot,0,0,0,Normal,0,0,17.77245059073172,0.31463323685543226,0.42358306379136235,1,67.60000000000002,1,6.965629906907203,117.8,39.9,0.4,False,0.01479289940828402,21.754210812606303,14.700000000000003,-5.600000000000001,1.1496598639455784,120.0,39.061904761904756
